"X","Row.names","FPKM D0.A1_S9","FPKM D0.C7_S19","FPKM D0.C8_S20","FPKM D0","FPKM D2.A2_S10","FPKM D2.A3_S11","FPKM D2.A4_S12","FPKM D2","FPKM.A5_S21","FPKM.A6_S22","FPKM.A7_S23","FPKM.A8_S24","FPKM D5.B1_S1","FPKM D5.B2_S2","FPKM D5.B3_S15","FPKM D5","FPKM D10.B4_S4","FPKM D10.B5_S5","FPKM D10.B6_S18","FPKM D10","FPKM.B7_S7","FPKM.B8_S8","FPKM.C1_S13","FPKM.C2_S14","FPKM.C3_S15","FPKM.C4_S16","FPKM.C5_S17","FPKM.C6_S18","feature","pval","qval","gene_name","FC_0.2","FC_D2/D0","Log2FC_0.2","FC_0.5","FC_D5/D0","Log2FC_0.5","FC_0.10","FCD10/D0","Log2FC_0.10","FC_2.10","Log2FC_2.10","FC_2.v","Log2FC_2.v","mean0","mean2","mean5","mean10","meanCTL","meanvenus"
"4497","MSTRG.26426","2.684902","0","1.040302","1.2417346666667","2.411379","4.321116","2.403456","3.045317","1.732038","0.833696","0","0.795858","0.429485","0.942983","0.427292","0.59992","1.511271","1.209605","1.31903","1.3466353333333","1.704886","1.632605","0.522267","1.252756","0","2.140672","0.70469","0.943261","gene","0.07757828365842","0.38973711802187","AADAT","0.2160618172793","2.4524699855364","-2.2104839550775","0.86703393785838","0.48313058828456","-0.20583962967356","0.38625972980559","1.0844791318811","-1.3723568202121","1.7877278580244","0.83812713486532","2.7125479500829","1.439648640501","0.520151","2.4074175","0.59992","1.3466353333333","0.8239755","0.8875115"
"298","MSTRG.11287","0.57607441043891","2.3325530533808","0.38328864531435","1.0973053697113","0.49630632502966","0.13722796204033","1.387879995255","0.67380476077501","0.37043229418743","1.1431749608541","0","1.1241859596679","1.8839292763938","2.2406158623962","0.92335753736655","1.6826342253855","1.7526496986951","1.8879736180308","1.8229041850534","1.8211758339265","2.6659984721234","1.9459124744959","0","0.088591207591934","0","2.5729809015421","0.7942833024911","4.1803847781732","gene","0.02240278286923","0.25384489453852","AAGAB","1.441387016484","0.61405400845916","0.52745775521888","0.80702081822711","1.5334238506717","-0.30932220457437","0.74562863401272","1.6596800527874","-0.4234708307174","0.5172993966822","-0.95092858593629","21.268321896723","4.410634301821","1.3579208493476","0.94209316014235","1.6826342253855","1.8211758339265","2.4873340403322","0.044295603795967"
"2549","MSTRG.18772","5.360129732346","2.4827732301363","1.036500890456","2.9598012843128","5.9690200055477","3.6252438008933","5.1440086634697","4.9127574899702","3.7616731367184","1.2037049532205","0","1.2974596015045","2.3494077299013","2.340293264504","3.3813085362953","2.6903365102335","2.4885865190409","3.2464697643159","5.4453369881053","3.7267977571541","3.7638435493653","3.6907617102492","1.9844723269864","3.3379963507287","2.9986829252468","1.0970720474847","4.2083707277386","3.8114924114716","gene","0.30271039150681","0.57111494800364","AAK1","0.31668001814878","1.6598267985112","-1.6589022557092","0.6540583505457","0.90895849140026","-0.61250874618583","0.47215791544318","1.2591378268894","-1.0826586384271","1.4909621333334","0.57624361728213","2.0879462786784","1.0620845929033","1.7596370602962","5.5565143345087","2.6903365102335","3.7267977571541","4.0099315696051","2.6612343388575"
"2876","MSTRG.20270","2.2743894604905","3.015413","4.8441656632153","3.3779893745686","4.5119619111717","0","3.0712428779292","2.5277349297003","1.8635112882834","1.989717080109","0","1.5085438059945","7.1171208070845","4.2998074991826","3.6530407667575","5.0233230243415","3.0859286108992","5.4748519253406","1.8823284294278","3.4810363218892","6.4622805313351","6.0288802926431","6.8723975558583","3.9924502081744","0","16.064863908447","3.337328","3.7350768217984","gene","0.45393197979287","0.66711429016769","AAMP","1.0364455242606","0.74829570179542","0.051644290162319","0.78230870532615","1.487074844628","-0.35419007589855","1.1289136246286","1.0305054089561","0.17493510693722","1.0892165562044","0.1232908167749","0.69795775824899","-0.51878837049947","3.9297893316076","3.7916023945504","5.0233230243415","3.4810363218892","3.5362024108992","5.4324238820163"
"1172","MSTRG.14208","0.938774","8.914536","3.818297","4.5572023333333","2.094025","0.321261","2.359721","1.591669","2.29583","1.037009","0","3.083962","3.45352","2.025179","0.401761","1.9601533333333","1.968962","0.763333","0.383707","1.0386673333333","2.960798","1.829665","0.241288","0.225578","0","0.453485","0.017821","0.140477","gene","0.089067082832506","0.40531525665515","AATF","2.8589041674132","0.34926450123969","1.5154622605724","3.247917594882","0.43012207709013","1.699515029394","6.1294086139868","0.22791775685185","2.6157478845479","2.1439713453329","1.1002856239755","9.5396666281117","3.2539388508876","6.3664165","2.226873","1.9601533333333","1.0386673333333","0.079149","0.233433"
"6292","MSTRG.34166","3.409158","1.528213","0.636023","1.857798","6.378534","5.84769","7.142436","6.45622","0.469283","0.508014","0","0.671125","4.748558","6.443306","8.136904","6.4429226666667","8.428569","5.618863","4.883458","6.3102966666667","8.938044","8.603335","10.724038","9.130304","0","9.309167","7.92898","8.3929","gene","0.11134008411169","0.42121881580707","ABCA1","0.16006514325526","3.4752002101413","-2.6432689227475","0.16795452250242","3.4680426325503","-2.57385745142","0.17148448910749","3.3966538163281","-2.543850005368","1.0713418650682","0.099418917379436","0.68100821472703","-0.55425589389748","1.082118","6.760485","6.4429226666667","6.3102966666667","8.16094","9.927171"
"6651","MSTRG.35482","0.899083","5.952081","4.228669","3.6932776666667","0.871553","0","0.923463","0.59833866666667","1.187486","1.66998","0","1.380985","0.641408","1.599441","0.445004","0.89528433333333","0.792529","0.693258","0.734499","0.74009533333333","0.807734","0.531893","0","0","0","0","0","0","gene","0.0057207412123656","0.14828394498506","ABCB7","5.6716764641652","0.16200749596136","2.5037752376449","5.6857635172141","0.24240915905501","2.5073540955618","6.8779990505728","0.20038984342093","2.7819889167176","1.2126924189046","0.27821367907264","Inf","Inf","5.090375","0.897508","0.89528433333333","0.74009533333333","0","0"
"7033","MSTRG.4623","0","2.792166","3.71951","2.1705586666667","0.072917","0","0.041805","0.038240666666667","1.911054","3.520118","0","2.669745","0.06729","0.083709","0.033742","0.061580333333333","0.022093","0.01011","0.019971","0.017391333333333","0.136883","0.07865","0","0.006689","0","0","0.116478","0.216649","gene","0.10707122435584","0.42121881580707","ABCC2","56.760481860497","0.01761789130786","5.8268149319039","52.871392923065","0.02837072974761","5.7244154306232","187.21037298271","0.0080123765371619","7.5485165639915","3.2982520029133","1.7217016320877","17.150844670354","4.1002077250302","3.255838","0.057361","0.061580333333333","0.017391333333333","0.1665635","0.0033445"
"4140","MSTRG.24775","1.489867","1.339894","2.393561","1.7411073333333","0.988339","7.248631","1.707462","3.3148106666667","3.121085","1.733406","0","1.137211","1.466909","1.925968","1.090523","1.4944666666667","0.853429","1.374633","1.404223","1.2107616666667","1.121268","1.02944","0.713057","0.557295","0","0.783158","1.057342","2.188882","gene","0.17149981085526","0.46935456152726","ABCC5","1.3849149102623","1.903851993042","0.46979733922485","1.2490927644199","0.85834264094766","0.32088062330206","1.5417794859159","0.69539748841829","0.62459643754528","1.1132665801279","0.15479909832043","2.1220897829893","1.0854856961835","1.8667275","1.3479005","1.4944666666667","1.2107616666667","1.623112","0.635176"
"6770","MSTRG.36091","5.1302134792739","1.8457665543213","1.8025357269033","2.9261719201662","3.0438972652398","2.2179390170686","2.0313946616093","2.4310769813059","0.87231690056895","9.5693822638851","0","6.5561547244649","9.2987887943647","6.5599001246275","3.8890635079924","6.5825841423282","3.8256740379301","8.8568916044432","3.274336429152","5.3189673571751","15.503037254945","6.6480733763208","1.9576997193173","6.6771485884584","0","2.7342245115145","0.27451807748578","3.0126394126253","gene","0.37416889472193","0.61812890327206","ABCD1","0.71883594752934","0.83080456228554","-0.47626553797947","0.27711778553386","2.2495548183493","-1.8514287883334","0.34295212174062","1.8177220964081","-1.543920913675","0.47709372760134","-1.0676553756956","0.58776851033721","-0.76668002612826","1.8241511406123","2.5376459634245","6.5825841423282","5.3189673571751","1.6435787450555","4.3174241538878"
"4465","MSTRG.26260","0.558084","4.755131","3.196943","2.8367193333333","4.373807","0.518061","5.129081","3.3403163333333","0.377126","3.255549","0","3.063664","1.111004","1.335504","1.37478","1.2737626666667","1.039738","1.943296","3.958829","2.3139543333333","1.844486","2.702121","3.514251","0.55611","0","5.967933","0.018385","2.09455","gene","0.91975974877878","0.93677296412584","ABCE1","0.8368060320189","1.1775279612905","-0.25703484376572","3.1214896652647","0.44902668082073","1.642234689278","1.7182867192856","0.81571493737249","0.78097078966503","2.0533871094834","1.0380056334307","2.3346548377404","1.2232092734088","3.976037","4.751444","1.2737626666667","2.3139543333333","1.0564675","2.0351805"
"5801","MSTRG.31825","8.1232458935108","9.1177186339434","4.3949549500832","7.2119731591791","5.7516185590682","3.8457212212978","5.0680066106489","4.888448797005","2.2237025058236","1.5443549762895","0","1.5452994758735","4.6521527603993","3.7097259581947","2.4027105232945","3.5881964139628","2.825708608985","4.0832047626872","9.2235060769551","5.3774731495424","14.738039200083","6.6434661975874","3.7868639717138","10.154305938436","12.992541772047","2.440797765391","12.960739264559","9.829846327787","gene","0.37756222394422","0.62074424332649","ABCF2","1.2489040398411","0.67782404192439","0.32066263101811","1.8829339346425","0.49753324572429","0.91298238187692","1.2564147889029","0.74563133151684","0.32931282975747","1.0060138720207","0.0086501987393647","0.77609162211272","-0.36570111391197","6.7563367920133","5.4098125848586","3.5881964139628","5.3774731495424","11.395292796173","6.9705849550749"
"8401","MSTRG.9317","0.952326","1.520045","0.816544","1.096305","0.952757","1.923823","0.967005","1.281195","0.397498","0.69871","0","0.879538","1.288375","2.185262","2.198941","1.8908593333333","1.667297","1.604173","1.699421","1.6569636666667","1.39637","1.454531","0.661492","1.924093","0","4.362209","3.468104","0.235328","gene","0.31778667432762","0.58200457233694","ABHD13","1.2171243102009","1.1686483232312","0.28347652429787","0.61786431142948","1.7247566446685","-0.69463805080504","0.70508154373129","1.5114075614602","-0.50413797789549","0.57930117558401","-0.78761450219336","0.74248651659102","-0.42956326779401","1.1682945","0.959881","1.8908593333333","1.6569636666667","1.851716","1.2927925"
"3886","MSTRG.23661","3.3836944528985","13.199852726943","6.5000514851779","7.6945328883399","6.0160405342556","3.8132430154809","2.4648486254941","4.0980440584102","9.1903478952569","5.9415436274704","0","6.4795496175889","6.7304975497365","3.7158959934124","3.6761078234519","4.7075004555336","6.8280302628459","6.4526615658762","8.08054339361","7.1204117407773","8.4097864354414","8.1420636488801","8.2979317555995","11.380871762517","10.503764107708","2.9874601360343","15.905099872859","6.2200007793149","gene","0.037634301897111","0.30828431138788","ABHD14A","2.3228583514117","0.53259166188246","1.2159011808593","2.0923953590875","0.61179808103325","1.0651554752485","1.3833402427632","0.92538583486561","0.46815604164823","0.59553361999989","-0.74774513921108","0.43096569117845","-1.2143550727583","9.8499521060606","4.2404445798748","4.7075004555336","7.1204117407773","11.062550326087","9.839401759058"
"3887","MSTRG.23661","3.3836944528985","13.199852726943","6.5000514851779","7.6945328883399","6.0160405342556","3.8132430154809","2.4648486254941","4.0980440584102","9.1903478952569","5.9415436274704","0","6.4795496175889","6.7304975497365","3.7158959934124","3.6761078234519","4.7075004555336","6.8280302628459","6.4526615658762","8.08054339361","7.1204117407773","8.4097864354414","8.1420636488801","8.2979317555995","11.380871762517","10.503764107708","2.9874601360343","15.905099872859","6.2200007793149","gene","0.037634301897111","0.30828431138788","ABHD14A-ACY1","2.3228583514117","0.53259166188246","1.2159011808593","2.0923953590875","0.61179808103325","1.0651554752485","1.3833402427632","0.92538583486561","0.46815604164823","0.59553361999989","-0.74774513921108","0.43096569117845","-1.2143550727583","9.8499521060606","4.2404445798748","4.7075004555336","7.1204117407773","11.062550326087","9.839401759058"
