"X","Row.names","FPKM D0.A1_S9","FPKM D0.C7_S19","FPKM D0.C8_S20","FPKM D0","FPKM D2.A2_S10","FPKM D2.A3_S11","FPKM D2.A4_S12","FPKM D2","FPKM.A5_S21","FPKM.A6_S22","FPKM.A7_S23","FPKM.A8_S24","FPKM D5.B1_S1","FPKM D5.B2_S2","FPKM D5.B3_S15","FPKM D5","FPKM D10.B4_S4","FPKM D10.B5_S5","FPKM D10.B6_S18","FPKM D10","FPKM.B7_S7","FPKM.B8_S8","FPKM.C1_S13","FPKM.C2_S14","FPKM.C3_S15","FPKM.C4_S16","FPKM.C5_S17","FPKM.C6_S18","feature","pval","qval","gene_name","FC_0.2","FC_D2/D0","Log2FC_0.2","FC_0.5","FC_D5/D0","Log2FC_0.5","FC_0.10","FCD10/D0","Log2FC_0.10","FC_2.10","Log2FC_2.10","FC_2.v","Log2FC_2.v","mean0","mean2","mean5","mean10","meanCTL","meanvenus"
"1859","MSTRG.16382","23.387757770916","29.039414591633","32.640546928619","28.35590643039","77.375655569389","19.109734055777","74.153238067065","56.879542564077","26.439184603254","26.954531084661","0","31.54287464907","32.073478727756","30.003592012616","39.21761701494","33.764895918437","48.740967656707","50.490290046149","46.336817027889","48.522691576915","52.202361282537","69.742599754316","13.274019346613","26.555511734396","53.082794305445","26.54178047012","25.05081276494","24.337006794157","gene","0.17840786223558","0.47333911863403","CARM1","0.40705082733748","2.0059151592882","-1.2967191437143","0.91337408042434","1.1907535384674","-0.13072224514684","0.63557852538417","1.7112022744197","-0.65385771445069","1.5614230034649","0.64286142926361","3.8044357923336","1.9276825141869","30.839980760126","75.764446818227","33.764895918437","48.522691576915","24.693909779548","19.914765540505"
"7201","MSTRG.5159","14.824821794205","1.4036852915435","12.467699431993","9.5654021725803","9.6800845786517","8.2481047604967","9.9568054553519","9.2949982648334","5.0031726383797","4.6215989142519","0","3.3632072306328","12.007448861029","13.501512081313","11.506555058841","12.338505333728","12.08595203016","13.083235091662","13.226343837374","12.798510319732","12.278646159965","10.142370674749","13.208217544944","14.356227362507","0","3.4657854819633","17.646264275872","15.757948321112","gene","0.33556976114549","0.59479065457762","CARS","0.70639417440931","0.97173104665458","-0.50145464967201","0.56211770989873","1.2899097299951","-0.83105582617524","0.54191403440721","1.3380002313357","-0.88386408458295","0.76715529946203","-0.38240943491094","0.71239925563295","-0.48924208588076","6.9356923617682","9.8184450170018","12.338505333728","12.798510319732","16.702106298492","13.782222453726"
"6565","MSTRG.35078","1.262178","0.354151","0.867274","0.82786766666667","1.97183","0.722196","1.305166","1.333064","1.167591","0.6896","0","0.933902","1.963214","1.133361","1.121916","1.4061636666667","1.890926","1.309548","2.977669","2.059381","3.913086","3.395591","0.577781","0.979076","0","0.214757","0.41202","0.221897","gene","0.062041376548694","0.36575605703378","CASK","0.37272703414957","1.6102380291858","-1.4238086323565","0.43431110792935","1.6985367629206","-1.2031992432937","0.29655148804422","2.4875726917708","-1.753645483886","0.79562645280305","-0.32983685152949","2.1048792535217","1.0737374754095","0.6107125","1.638498","1.4061636666667","2.059381","0.3169585","0.7784285"
"7282","MSTRG.5487","3.388927","9.294151","11.50071","8.0612626666667","8.815127","2.023406","8.125703","6.321412","8.128418","5.906218","0","4.003699","5.317542","5.717815","3.970546","5.0019676666667","4.899433","4.85671","5.927688","5.2279436666667","12.722044","10.791764","3.893797","3.836729","0","6.75044","1.369091","9.592889","gene","0.44714258255064","0.66287523250969","CAT","1.2274995380982","0.78417144576358","0.29572248166129","2.0786680748236","0.62049431627502","1.0556594046431","1.9888183888235","0.64852664934046","0.99191154087442","1.6202192563794","0.69618905921313","2.1914200922421","1.131866073511","10.3974305","8.470415","5.0019676666667","5.2279436666667","5.48099","3.865263"
"7712","MSTRG.6679","8.1314573833232","5.674314719993","6.8778393748803","6.8945371593988","9.6897305400818","3.9574229222735","7.9008006193751","7.1826513605768","4.7078447996344","2.6655121251632","0","3.6459971521455","4.839917645574","4.6118910362956","4.0854553848899","4.5124213555865","3.7461579809383","6.2763421892245","3.92581235225","4.6494375074709","7.5385712840978","7.1968081664201","4.0646004667943","3.295539971538","0","1.4434049136565","1.436454577683","7.1656894076073","gene","0.30044749696182","0.56924428878713","CBL","0.71357447828545","1.0417887661661","-0.48686407815698","1.390844638138","0.65449228153554","0.47596127515979","1.3498572757139","0.67436542874131","0.43280687505018","1.8916837930601","0.91967095320716","2.3899722168131","1.2569938471186","6.2760770474367","8.7952655797284","4.5124213555865","4.6494375074709","4.3010719926451","3.6800702191662"
"5434","MSTRG.30383","3.3472875284784","17.525053255085","18.167686774614","13.013342519392","3.7877825296989","0.29969506509357","2.8326190183076","2.3066988710334","4.0538575317331","3.2096191106591","0","3.1446824698942","4.006995768511","4.7377964259561","2.1676369755899","3.637476390019","3.2814610854353","4.5496054259561","3.6219172681041","3.8176612598318","5.9596003372661","5.1068116558177","8.7071596310008","0.98772377949553","0","5.915004544345","1.6553645199349","9.4831871611066","gene","0.64403952134682","0.77633293081284","CBX3","5.3913255519141","0.17725644795685","2.4306400284618","4.9062504058635","0.27951899249547","2.2946208682368","4.6746866210009","0.29336515611902","2.2248696536673","0.86707555980204","-0.20577037479455","0.68287582920686","-0.55030482511801","17.846370014849","3.3102007740032","3.637476390019","3.8176612598318","5.5692758405208","4.8474417052482"
"3553","MSTRG.22641","0.91143793865906","2.7982601783167","2.3376470256776","2.0157817142178","6.3159649675067","4.1503583238231","11.789864047393","7.4187291129075","2.2739508202568","0.92736199001427","0","3.2673157850689","8.9534169020447","9.081575128388","7.3416927804723","8.4588949369684","10.617795091298","12.93493246394","12.09453517372","11.882420909653","14.635404102076","14.341904123157","4.807195149786","1.2099738373752","0","2.9031023109843","1.6419010271041","4.1492101426533","gene","0.0086107871080401","0.17447157413672","CBX6","0.28366042779748","3.6803236484295","-1.8177631941954","0.30358026918791","4.1963347902731","-1.7198500672096","0.21611367090279","5.8946962490251","-2.2101377579059","0.76187458568274","-0.39237456371054","3.0090278424175","1.5892974559341","2.5679536019971","9.0529145074497","8.4588949369684","11.882420909653","2.8955555848787","3.0085844935806"
"1558","MSTRG.1539","4.227853","0","5.146433","3.124762","2.6243955046468","0","4.054768","2.2263878348823","2.280742","2.980208","0","1.744616","2.693431","2.97065","3.218684","2.9609216666667","4.865623","2.433248","4.644406","3.9810923333333","5.301012","4.0960765743494","1.606075","0","0","0","0","6.500908","gene","0.38424695574379","0.62429122469679","CCBL2","0.77052058935517","0.71249837103827","-0.37609458686408","0.86905929628894","0.94756710004367","-0.20247347878728","0.64635941207761","1.2740465780541","-0.62959148750437","0.83886066252757","-0.25349690064029","4.1586871750366","2.0561281665911","2.5732165","3.3395817523234","2.9609216666667","3.9810923333333","3.250454","0.8030375"
"648","MSTRG.12496","5.9933256682063","19.470359612009","31.929839585065","19.131174955094","7.0688040939184","0.9125728960739","6.1794953487298","4.720290779574","18.32935047652","19.996746785219","0","22.313010377983","7.0436316805235","4.3836615019246","5.4069741362587","5.6114224395689","6.3421308013857","7.0594983448807","8.2656524688222","7.2224272050295","5.9566614595843","5.402852717475","0.9844159330254","1.7480005704388","0","0","0","0.22977608314088","gene","6.60E-5","0.020796903981448","CCDC101","3.8797582602647","0.24673292626584","1.9559667638603","4.5799616541634","0.29331300627068","2.1953355193746","3.5583743344122","0.37752136091916","1.831218287444","0.91716393025204","-0.12474847641627","4.8485651531718","2.2775578704606","25.700099598537","6.6241497213241","5.6114224395689","7.2224272050295","0.11488804157044","1.3662082517321"
"2346","MSTRG.17883","8.5030135102828","1.6413132647815","5.4269853894601","5.1904373881748","6.4123573573265","4.7457591143959","4.7520342159383","5.3033835625536","8.5755830437018","3.641236622108","0","3.3864595","6.412891811054","4.3474848856041","4.9954038174807","5.2519268380463","5.2464160192802","7.3034597532134","6.9848222724936","6.5115660149957","7.1784366015424","5.8814036915167","8.3109722904884","7.4690765552699","0","21.081549002571","16.152299673522","3.9013392969152","gene","0.3305959795837","0.59151961264456","CCDC106","0.63311095887822","1.0217604348019","-0.65946972667962","0.67292432589094","1.0118466798215","-0.57148382006705","0.54274951969801","1.2545312712626","-0.88164155074819","0.85727392977004","-0.22217182406857","0.70750044454176","-0.49919704045804","3.5341493271208","5.5821957866324","5.2519268380463","6.5115660149957","10.026819485218","7.8900244228792"
"4419","MSTRG.26020","2.027285","1.055912","2.451014","1.844737","0.464287","1.5609","0.631055","0.885414","0.564911","0.403632","0","0.194848","0.627221","0.524207","0.198679","0.45003566666667","0.478262","0.892445","0.228477","0.53306133333333","1.571234","1.69668","1.855141","2.109922","0","0","0","6.109383","gene","0.88194396439982","0.91041103083962","CCDC109B","3.2016721717966","0.47996760513829","1.6788255938204","3.8962756285243","0.24395654592859","1.9620957394941","3.2894207295721","0.28896332286572","1.7178335462237","1.0274071026223","0.039007952403315","0.2762483219056","-1.8559623941329","1.753463","0.547671","0.45003566666667","0.53306133333333","3.0546915","1.9825315"
"2727","MSTRG.19509","0.64037","1.585213","1.992993","1.406192","0.120603","3.075825","0.724446","1.306958","2.551096","0.07879","0","0.3434","2.61438","0.526438","0.479242","1.2066866666667","0.07427","1.07208","0.407321","0.51789033333333","1.274767","1.04954","1.915791","0.085641","0","4.168227","1.051161","3.211389","gene","0.34792314416732","0.60213247633636","CCDC115","4.2343177732889","0.92943068940799","2.082129543494","1.4826574697657","0.85812368913112","0.56818533835337","3.4545981742595","0.36829276040067","1.7885179115638","0.81585708943528","-0.2936116319302","0.42222218891274","-1.2439256967016","1.789103","0.4225245","1.2066866666667","0.51789033333333","2.131275","1.000716"
"3805","MSTRG.23500","3.877358","1.566347","8.986107","4.8099373333333","4.502889","0","3.576111","2.693","2.077247","2.349605","0","1.890234","0.978033","4.287218","3.624626","2.9632923333333","2.907212","5.193949","4.240475","4.1138786666667","4.289843","6.062202","2.153393","1.194237","0","0","6.512338","0.570504","gene","0.75720050590843","0.83390571606745","CCDC12","1.3061584354499","0.55988255425642","0.38532990467491","1.7805286844801","0.61607711867625","0.83230567783738","1.2825431733686","0.85528737311338","0.35900739110048","0.98192006310995","-0.02632251357443","2.4133491455149","1.2710366491072","5.276227","4.0395","2.9632923333333","4.1138786666667","3.541421","1.673815"
"6593","MSTRG.35174","1.916273","4.10214","4.037021","3.3518113333333","0.881867","1.084782","0.642322","0.869657","0","2.299957","0","3.132011","0.871198","1.091437","0.548205","0.83694666666667","1.30222","1.268692","1.350656","1.3071893333333","0.787079","0.762853","0.740829","1.949795","6.946734","0.151242","0","0.249052","gene","0.054425660133606","0.34999771569925","CCDC120","5.3399945807246","0.25945881599939","2.4168382777994","4.8624131764668","0.24969981405079","2.2816724894821","3.1132295806167","0.38999490225882","1.6384119701911","0.58300238578038","-0.77842630760828","0.56648160426726","-0.81989898767353","4.0695805","0.7620945","0.83694666666667","1.3071893333333","0.124526","1.345312"
"1902","MSTRG.16488","8.9351991424067","9.0965561744614","9.5444239705728","9.1920597624803","4.6030962753547","2.3885833652128","4.1447482921703","3.7121426442459","9.3084005359958","10.432813217026","0","8.0557995669995","6.8983928197583","6.4371868754598","9.8361857782449","7.7239218244877","9.7249391949553","10.057386777719","7.9423702700998","9.2415654142582","2.7478060325801","1.1672187493431","0.44551027220179","1.5998625496584","0","0","0.49151071781398","10.351123371519","gene","0.028690087764647","0.28182777981146","CCDC130","2.1309226519909","0.40384230957657","1.0914782272762","1.2067043510161","0.84028194159646","0.27107225142852","1.0085401828284","1.0053856973363","0.012268565767887","0.47328802942998","-1.0792096615083","4.27689488881","2.0965637512274","9.3204900725171","4.3739222837625","7.7239218244877","9.2415654142582","5.4213170446663","1.0226864109301"
"1512","MSTRG.15251","0.773871","4.022761","3.794932","2.8638546666667","2.041571","2.549875","1.938227","2.1765576666667","1.469825","1.985683","0","1.560855","1.951342","1.289477","1.749225","1.663348","1.37754","1.554665","1.318891","1.417032","2.700867","2.604011","0","0.727571","0","0","2.556437","2.739619","gene","0.13261022796765","0.43473515802442","CCDC137","1.9643441702318","0.76000981893401","0.97404772455363","2.3499871945017","0.58080740596241","1.2326528953097","2.7584744028364","0.49479885152459","1.4638705930966","1.4042724511514","0.48982286854294","5.4699788749139","2.4515352613331","3.9088465","1.989899","1.663348","1.417032","2.648028","0.3637855"
"4589","MSTRG.26914","0","0","0","0","0","0","0.046088","0.015362666666667","7.245624","0","0","3.236125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","gene","0.31844242165812","0.58276641519751","CCDC152","0","#DIV/0!","#REF!","NA","#DIV/0!","NA","NA","#DIV/0!","NA","Inf","Inf","Inf","Inf","0","0.023044","0","0","0","0"
"1866","MSTRG.16400","3.2273038425197","3.2195191968504","5.1013964501312","3.8494064965004","1.5636689809711","0","1.3606828740157","0.97478395166229","5.9499052631234","3.5049276496063","0","5.1208432788714","1.6438809645669","1.0146481496063","2.3796077709974","1.6793789617235","2.9483866568241","2.6490044724409","2.2057743897638","2.6010551730096","0.96568829986877","1.0093052598425","0","5.1688235387139","0","5.6586280026247","0","1.1163900472441","gene","0.82495110215361","0.87259670824007","CCDC159","2.8453879900916","0.25322967385972","1.5086253882844","2.4773787919916","0.43626958162259","1.3088144739727","1.5995269407057","0.67570291040302","0.67764529185664","0.56214721727782","-0.8309800964278","0.56576740008317","-0.8217190448646","4.1604578234908","1.4621759274934","1.6793789617235","2.6010551730096","0.55819502362204","2.5844117693569"
"5069","MSTRG.28822","0","5.322397","7.039036","4.1204776666667","4.345521","0","4.472299","2.9392733333333","4.027453","2.932541","0","1.787095","4.123076","2.874078","3.588948","3.5287006666667","4.131617","5.315077","4.14823","4.5316413333333","8.984631","9.829322","0","2.901057","0","0","0","2.262356","gene","0.067438179776111","0.37486156665737","CCDC167","1.4018695096974","0.71333315482113","0.4873520651303","1.7515559079253","0.85638145674535","0.80863703826805","1.3639024021024","1.0997854374974","0.44774041192769","0.97291680335984","-0.039611653202614","3.0395197336695","1.6038433853168","6.1807165","4.40891","3.5287006666667","4.5316413333333","1.131178","1.4505285"
"3707","MSTRG.23104","2.035513","4.115968","1.64606","2.5991803333333","1.203672","2.691521","0.964624","1.619939","1.136298","1.209422","0","0.672479","1.299471","1.371336","1.069755","1.246854","1.408771","1.75359","1.575024","1.5791283333333","0.927147","0.989446","2.045054","3.948088","0","0","1.29943","1.583234","gene","0.49733908658043","0.69227908198309","CCDC174","2.6573991742825","0.62324994507884","1.4100149547772","2.3106265849891","0.47971046256762","1.2082841280388","1.8244330996953","0.60754858486797","0.86744824957551","0.68654838059393","-0.54256670520171","0.36179619972295","-1.4667508407968","2.881014","1.084148","1.246854","1.5791283333333","1.441332","2.996571"
"6601","MSTRG.35195","0.900622","3.951638","6.24069","3.69765","2.0332","0","2.718779","1.583993","3.519023","5.9887591966365","0","3.3405990258732","3.792763","2.530502","2.445655","2.9229733333333","3.2544264480379","5.3205078447607","3.739049","4.1046610975995","3.5618849262613","6.5997209176369","1.176484","6.966946","0","0","3.493862","2.163235","gene","0.23554327421618","0.51762500634848","CCDC22","2.1448596468966","0.42837829432207","1.1008832452301","1.7434863130237","0.79049486385497","0.8019750384993","1.2415553632382","1.1100729105241","0.31214859537571","0.57885156496586","-0.78873464985439","0.58353531619969","-0.7771081228205","5.096164","2.3759895","2.9229733333333","4.1046610975995","2.8285485","4.071715"
"100","MSTRG.1031","1.199791","0","3.481009","1.5602666666667","2.445967","0","2.457344","1.634437","2.043232","1.557537","0","0.918522","1.237864","1.08268","1.247006","1.1891833333333","1.928329","1.170632","1.244308","1.4477563333333","3.14713","2.9797","0","1.468329","0","0","0","6.433587","gene","0.76616642534335","0.83879111269834","CCDC24","0.70993028996121","1.0475369594941","-0.49425072557249","1.4636132640047","0.76216672363699","0.54953439528206","1.2022081754549","0.92789031789438","0.26568673605904","1.693417216387","0.75993746163153","3.3393817053263","1.7395810089168","1.7405045","2.4516555","1.1891833333333","1.4477563333333","3.2167935","0.7341645"
"7843","MSTRG.713","0","0","3.6214412105263","1.2071470701754","0.36998636842105","0","1.2910429473684","0.55367643859649","2.7132577105263","0.72023810526316","0","1.5269598157895","3.6537762894737","3.3208249736842","3.6658451052632","3.5468154561403","3.3004628128655","3.7351120263158","2.9327942894737","3.3227897095517","3.4362240789474","3.3818370672515","0","0","0","0","0","3.9348847631579","gene","0.0038213422950122","0.12772281717573","CCDC28B","2.180239190303","0.45866527142879","1.124486419284","0.51052010674206","2.9381800641946","-0.9699603123821","0.54493987388311","2.752597253182","-0.87583103643989","0.24994499516697","-2.0003174557239","Inf","Inf","1.8107206052632","0.83051465789474","3.5468154561403","3.3227897095517","1.9674423815789","0"
"4170","MSTRG.24899","4.09018","1.417708","1.40747","2.3051193333333","1.391691","5.134655","2.659586","3.0619773333333","0.440939","0.589187","0","0.646484","1.938113","2.582764","1.424667","1.981848","2.077658","2.039316","2.21057","2.1091813333333","4.562475","2.362469","0.11927","0.674103","0","1.9673","0.447806","5.316054","gene","0.22209499012651","0.5075519357975","CCDC50","0.69735493277799","1.3283378821458","-0.52003496329152","0.71276354190634","0.85975939351224","-0.48850455047435","0.66973331200858","0.91499876072938","-0.57834136653515","0.96039087203503","-0.058306403243629","5.1063963608542","2.3523055247496","1.412589","2.0256385","1.981848","2.1091813333333","2.88193","0.3966865"
"8126","MSTRG.8136","1.8965532082552","0","0.3927383489681","0.76309718574109","1.1409580722327","0.21682342401501","1.9060843058161","1.0879552673546","0.5149659793621","0.58918274390244","0","0.25187710600375","0.11804947091932","3.4293338771107","1.4456098133208","1.6643310537836","2.100658663227","1.6433859287054","2.3033739681051","2.0158061866792","3.4870325","3.9266027204503","3.6658200844278","1.1590709662289","0","0","12.1105915197","2.6296250562852","gene","0.73581626207358","0.822872215257","CCDC53","0.12889165959668","1.4257099720503","-2.955769182994","0.11798684765127","2.1810210873302","-3.0833020478921","0.097414709698629","2.6416113495708","-3.3597165529194","0.75578753507758","-0.40394736992544","0.63152563364806","-0.66308680064274","0.19636917448405","1.5235211890244","1.6643310537836","2.0158061866792","7.3701082879925","2.4124455253283"
"8096","MSTRG.7996","0.625987","1.405825","4.966873","2.332895","1.921318","0","1.695949","1.2057556666667","2.746973","1.272757","0","1.214752","1.36126","2.113266","1.337595","1.6040403333333","1.231517","1.919006","1.344242","1.498255","1.492988","1.974305","0","0.201801","0","0","0","1.55001","gene","0.051862819905003","0.34468516322802","CCDC59","1.7617438801172","0.516849522446","0.81700420249762","1.9864519200577","0.68757502302218","0.99019387495948","2.1267067355023","0.64222993319459","1.0886211050398","1.2071599961288","0.27161690254216","17.924921085624","4.1638948623708","3.186349","1.8086335","1.6040403333333","1.498255","0.775005","0.1009005"
"4841","MSTRG.27952","1.802746","2.896731","3.854699","2.851392","1.393343","2.376186","1.285702","1.685077","2.694078","2.084584","0","2.315423","0.708358","0.879205","0.966825","0.85146266666667","1.523532","0.694817","0.67551","0.96461966666667","1.955622","1.431226","0","0.36043","0","0.481405","1.735599","2.606472","gene","0.0039849986690925","0.12921213052539","CCDC69","2.5200883150526","0.59096644726506","1.3334742930331","3.9646071779228","0.29861298154258","1.9871779275843","3.4995295209615","0.33829780916362","1.807160978229","1.3886535245843","0.47368668519597","7.432913464473","2.8939278119579","3.375715","1.3395225","0.85146266666667","0.96461966666667","2.1710355","0.180215"
"3837","MSTRG.23569","0.831736","8.567719","0.488351","3.2959353333333","0.93539","1.442141","0.620067","0.99919933333333","0.263475","0.122341","0","4.120834","0.812909","11.9171","0.906602","4.545537","0.576512","14.037368","1.004434","5.2061046666667","16.492174887417","0.946367","0.131032","21.69451","0","6.480343","9.827303","1.705952","gene","0.90862744924051","0.92888225808917","CCDC71","5.8221281591198","0.30316108548246","2.5415465970168","0.99614962984571","1.3791341577697","-0.0055656316875506","0.86975489159713","1.5795530373472","-0.20131920714386","0.1493877956353","-2.7428658041606","0.071267737589289","-3.8106070633666","4.528035","0.7777285","4.545537","5.2061046666667","5.7666275","10.912771"
"2735","MSTRG.19545","3.7118621061151","6.6284044064748","4.2980053758993","4.8794239628297","8.0392503794964","6.9828351402878","5.3000145719424","6.7740333639089","2.9450415791367","2.4135736043166","0","2.2304253453237","0.2713658147482","2.082559705036","2.3174975","1.5571410065947","5.913547852518","6.2688801798561","3.9418752446043","5.3747677589928","6.9274378741007","6.3846535179856","10.687040214029","6.5951957661871","0","7.8113781798561","3.1085398309352","6.5936697086331","gene","0.13330911717668","0.43512903612567","CCDC74A","0.81911633228303","1.3882854647417","-0.28785973448706","3.5084843749215","0.31912394136206","1.8108479373656","1.0164541308871","1.101516859354","0.023545112738163","1.2409154729635","0.31140484722522","0.77184832834763","-0.37361071557855","5.463204891187","6.6696324757194","1.5571410065947","5.3747677589928","4.8511047697842","8.6411179901079"
"7701","MSTRG.6659","2.602379","2.270492","6.943944","3.9389383333333","0","2.816007","0.760178","1.1920616666667","0.720158","2.635574","0","0.793068","0.724912","1.063795","1.296586","1.028431","0","0","0","0","0","0","0.764371","0.439958","0","2.486792","0","5.425483","gene","0.14786425236029","0.44629475817711","CCDC84","12.121418930829","0.30263527016375","3.599486685171","4.4798513463713","0.26109345030789","2.1634508605393","Inf","0","Inf","Inf","Inf","0.63120459608628","-0.66382038458233","4.607218","0.380089","1.028431","0","2.7127415","0.6021645"
"118","MSTRG.10374","0.98881","4.700592","0.883657","2.1910196666667","0.516179","0.64744","2.620769","1.2614626666667","3.453849","0.983036","0","1.415556","0.809183","0.955163","1.368546","1.0442973333333","1.461975","1.563378","0.100061","1.0418046666667","0.540109","2.561924","0.231512","0.012848","0","0","0.006822","1.519155","gene","0.41054742308538","0.63945880198023","CCDC85C","1.7801535122673","0.57574228376773","0.83200165795414","2.6736872831876","0.47662617968285","1.4188307364196","2.6800844624104","0.47548850542799","1.4222784676907","1.5055355866455","0.59027680973657","12.837403830414","3.6822815637265","2.7921245","1.568474","1.0442973333333","1.0418046666667","0.7629885","0.12218"
"81","MSTRG.10263","0","4.4577459604957","4.3738556164888","2.9438671923281","0.024772244755245","0","0","0.0082574149184149","3.3812311500429","4.4575620932401","0","3.4935956336646","0","0.062591815850816","0.034912864801865","0.03250156021756","0.017354174825175","0.030539386946387","0","0.015964520590521","0.049374214452214","0.050584648018648","0","0","0","0","0","0","gene","0.095259777732722","0.413840083206","CCDC88C","356.5119618445","0.0028049549721313","8.4778066731878","135.86427109756","0.011040430187293","7.0860223030734","276.60090157134","0.0054229758163428","8.1116620486868","0.77585307415852","-0.36614462450107","Inf","Inf","4.4158007884922","0.012386122377622","0.03250156021756","0.015964520590521","0","0"
"2198","MSTRG.17424","2.0423072941176","0","1.6365569540575","1.2262880827251","2.4377277638471","0.62819751223701","1.6040964413912","1.5566739058251","2.2159098857879","2.5285213499356","0","1.7380419665092","1.3861192030915","1.4468688407042","1.7611866389008","1.5313915608988","2.4373679252898","1.7015995397166","1.1977722026621","1.7789132225562","3.6101953215973","2.7266779733791","0","0.75908742206956","0","0","1.77299260541","1.4995665281237","gene","0.10871538632142","0.42121881580707","CCDC9","0.40490552556356","1.2694194192655","-1.3043427639284","0.53433654587237","1.24880244901","-0.90417940142918","0.45998785474929","1.4506487077678","-1.1203323252922","1.1360374845689","0.18401043863619","5.3245832926842","2.4126686229719","0.81827847702877","2.0209121026192","1.5313915608988","1.7789132225562","1.6362795667669","0.37954371103478"
"8264","MSTRG.8560","66.076305757203","13.669846313422","0.77048311384399","26.838878394823","5.0641220520028","3.6707860112438","42.483082350668","17.072663471305","48.020158908644","30.048230452214","0","0.94152516444132","3.2100456929023","9.1095449817287","24.666350126493","12.328646933708","3.4799530534083","4.2698071113844","67.391194541813","25.046984902202","56.058084956079","56.242589804638","18.643553964863","63.216376274772","21.489369338721","96.982712177091","72.086917373858","31.003853796205","gene","0.48895019829974","0.68764284115616","CCDC92","0.30370512017853","0.63611687568128","-1.7192568637152","0.58564129157534","0.45935775528109","-0.77191081815946","0.28826482476134","0.93323515736161","-1.7945332907928","0.94916024001137","-0.075276427077614","0.58083612169571","-0.78379691880781","7.2201647136332","23.773602201335","12.328646933708","25.046984902202","51.545385585032","40.929965119817"
"1167","MSTRG.14190","0","3.343776","7.7610065690313","3.7015941896771","6.9289801388253","0","8.4435739984745","5.1241847124333","3.5839618024409","3.3584754569031","0","7.1955962601068","0","0","0","0","0","0","0","0","5.9355684630053","5.3346962074752","6.27418567582","0.856473","0","26.561092","3.092332","0","gene","0.12262723287565","0.42774517653174","CCL5","0.7223771970389","1.3843183368732","-0.46917574226534","Inf","0","Inf","Inf","0","Inf","Inf","Inf","2.1558392900544","1.1082496344525","5.5523912845156","7.6862770686499","0","0","1.546166","3.56532933791"
"1159","MSTRG.14159","7.080665","0","0","2.3602216666667","6.560584","0","9.875675","5.478753","0","0","0","0","5.12949","4.820968","10.355971","6.7688096666667","16.653488","6.439232","7.226863","10.106527666667","17.649225","19.329567","0","0","0","0","0","0","gene","0.10159066953216","0.41960490678768","CCL7","0","2.3212874779417","#REF!","0","2.86787032009","#REF!","0","4.2820247815707","#REF!","0.81315064590433","-0.2984054412761","Inf","Inf","0","8.2181295","6.7688096666667","10.106527666667","0","0"
"4439","MSTRG.26135","0.483878","18.78582","15.88946","11.719719333333","5.824865","0","7.862348","4.5624043333333","9.417482","8.221662","0","7.106547","1.249859","0.522602","1.170024","0.98082833333333","3.768243","1.01063","0.682212","1.8203616666667","7.157346","5.380293","0","0","0","0","0","0","gene","0.0074218183655533","0.16355071498314","CCNA2","2.533406910523","0.38929296884755","1.3410788183239","17.676528512465","0.083690428536429","4.1437630670371","9.5242831781596","0.15532468098354","3.2516105157839","3.7594762762345","1.91053169746","Inf","Inf","17.33764","6.8436065","0.98082833333333","1.8203616666667","0","0"
"4623","MSTRG.27112","1.801998","19.549637","27.940823","16.430819333333","8.7650125939086","0","7.718566","5.4945261979695","9.542733","9.923028","0","7.810522","1.163131","0.740719","2.778092","1.5606473333333","6.181528","0.996357","0.983513","2.720466","12.541815","11.724507","0","0","0","0","0","0","gene","0.0044335518976941","0.13453983656743","CCNB1","2.8810770506806","0.33440366463179","1.5266082440272","15.214987712364","0.094982928219972","3.9274212636187","8.7283685956744","0.16557092770663","3.1257120274089","3.0295505611738","1.5991037833817","Inf","Inf","23.74523","8.2417892969543","1.5606473333333","2.720466","0","0"
"8432","MSTRG.9477","2.2136046140351","8.4895197438597","9.8270412912281","6.8433885497076","1.132419154386","1.6587055333333","1.9155967192982","1.5689071356725","1.8585056128655","1.706557368421","0","1.4336560842105","7.2445202637427","3.5070081754386","1.5345005754386","4.0953430048733","2.0011784736842","4.2502581052632","2.846147445614","3.0325280081871","2.1802020947368","1.4730927087719","7.1534978491228","0.81899865614035","16.349955421053","0.67722971929825","1.8325883333333","4.1531050666667","gene","0.13705255282584","0.43797556013543","CCNB1IP1","6.0093391222888","0.22925881298082","2.5872063391191","2.2362670249222","0.59843789010757","1.1610924656991","3.0200151467088","0.44313251924249","1.5945557853209","0.50255362282809","-0.99265055379826","0.38231636372271","-1.387161143848","9.1582805175439","1.5240079368421","4.0953430048733","3.0325280081871","2.9928467","3.9862482526316"
"262","MSTRG.11134","2.167286","41.756531","34.83902","26.254279","5.914212","0","5.7304","3.8815373333333","10.688645","10.894047","0","9.412223","0","0.692656","2.113676","0.935444","6.1423","1.495785","0.292956","2.6436803333333","7.707709","8.927772","0.73175","1.620938","0","0","0","0","gene","0.007408656083415","0.16355071498314","CCNB2","6.5777675546424","0.14784398891066","2.7175980270712","40.940746319395","0.03563015385035","5.3554654967474","14.486537958888","0.10069521746658","3.856640950906","2.2023487206787","1.1390429238348","4.9494926654108","2.3072806531505","38.2977755","5.822306","0.935444","2.6436803333333","0","1.176344"
